"Nro Patrimônio";"Patr Antigo";"Descrição Bem";"Conta Contábil";"Marca";"Modelo";"Nr Serie";"Sit Física";"Localização";"Data Aquisição";"Valor";"Observações"
"SDT06722";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06722";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 71 | Serie: SDT06722 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06724";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06724";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 72 | Serie: SDT06724 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06725";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06725";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 73 | Serie: SDT06725 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06727";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06727";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 74 | Serie: SDT06727 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SDT06728";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06728";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 75 | Serie: SDT06728 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06730";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06730";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 76 | Serie: SDT06730 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SDT06733";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06733";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 77 | Serie: SDT06733 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06734";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06734";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 78 | Serie: SDT06734 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDT06821";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDT06821";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 79 | Serie: SDT06821 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SDU19470";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SDU19470";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 80 | Serie: SDU19470 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SEY77842";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77842";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 81 | Serie: SEY77842 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY77843";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77843";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 82 | Serie: SEY77843 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SEY77844";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77844";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 83 | Serie: SEY77844 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SEY77845";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77845";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 84 | Serie: SEY77845 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SEY77937";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77937";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 85 | Serie: SEY77937 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY77938";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77938";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 86 | Serie: SEY77938 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SEY77939";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SEY77939";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 87 | Serie: SEY77939 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52754";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52754";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 88 | Serie: SFT52754 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52858";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52858";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 89 | Serie: SFT52858 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52859";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52859";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 90 | Serie: SFT52859 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52860";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52860";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 91 | Serie: SFT52860 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52861";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52861";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 92 | Serie: SFT52861 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52862";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52862";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 93 | Serie: SFT52862 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52943";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52943";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 94 | Serie: SFT52943 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SFT52944";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52944";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 95 | Serie: SFT52944 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52945";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52945";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 96 | Serie: SFT52945 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52946";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52946";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 97 | Serie: SFT52946 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52947";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52947";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 98 | Serie: SFT52947 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52948";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52948";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 99 | Serie: SFT52948 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52949";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52949";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 100 | Serie: SFT52949 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52950";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52950";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 101 | Serie: SFT52950 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52951";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52951";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 102 | Serie: SFT52951 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52952";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52952";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 103 | Serie: SFT52952 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SFT52957";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52957";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 104 | Serie: SFT52957 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52958";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52958";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 105 | Serie: SFT52958 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52959";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52959";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 106 | Serie: SFT52959 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SFT52960";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52960";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 107 | Serie: SFT52960 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52961";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52961";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 108 | Serie: SFT52961 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52968";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52968";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 109 | Serie: SFT52968 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52969";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52969";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 110 | Serie: SFT52969 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52970";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52970";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 111 | Serie: SFT52970 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT52971";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52971";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 112 | Serie: SFT52971 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT52972";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT52972";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 113 | Serie: SFT52972 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFT53010";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT53010";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 114 | Serie: SFT53010 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT53011";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT53011";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 115 | Serie: SFT53011 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT53122";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT53122";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 116 | Serie: SFT53122 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFT53123";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFT53123";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 117 | Serie: SFT53123 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX28200";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28200";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 118 | Serie: SFX28200 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX28202";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28202";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 119 | Serie: SFX28202 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX28203";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28203";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 120 | Serie: SFX28203 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SFX28204";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28204";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 121 | Serie: SFX28204 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX28205";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28205";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 122 | Serie: SFX28205 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX28207";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28207";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 123 | Serie: SFX28207 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SFX28208";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28208";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 124 | Serie: SFX28208 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX28209";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX28209";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 125 | Serie: SFX28209 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29630";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29630";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 126 | Serie: SFX29630 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29631";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29631";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 127 | Serie: SFX29631 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29632";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29632";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 128 | Serie: SFX29632 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29633";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29633";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 129 | Serie: SFX29633 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX29634";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29634";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 130 | Serie: SFX29634 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29635";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29635";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 131 | Serie: SFX29635 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29636";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29636";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 132 | Serie: SFX29636 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29637";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29637";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 133 | Serie: SFX29637 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29638";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29638";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 134 | Serie: SFX29638 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX29639";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX29639";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 135 | Serie: SFX29639 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31300";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31300";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 136 | Serie: SFX31300 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31301";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31301";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 137 | Serie: SFX31301 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31302";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31302";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 138 | Serie: SFX31302 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31303";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31303";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 139 | Serie: SFX31303 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31304";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31304";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 140 | Serie: SFX31304 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31305";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31305";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 141 | Serie: SFX31305 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31306";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31306";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 142 | Serie: SFX31306 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31307";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31307";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 143 | Serie: SFX31307 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31308";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31308";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 144 | Serie: SFX31308 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31309";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31309";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 145 | Serie: SFX31309 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31310";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31310";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 146 | Serie: SFX31310 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31311";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31311";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 147 | Serie: SFX31311 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31312";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31312";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 148 | Serie: SFX31312 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31313";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31313";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 149 | Serie: SFX31313 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31314";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31314";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 150 | Serie: SFX31314 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31315";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31315";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 151 | Serie: SFX31315 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31316";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31316";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 152 | Serie: SFX31316 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31317";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31317";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 153 | Serie: SFX31317 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31318";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31318";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 154 | Serie: SFX31318 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31319";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31319";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 155 | Serie: SFX31319 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31320";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31320";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 156 | Serie: SFX31320 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31321";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31321";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 157 | Serie: SFX31321 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
