"Nro Patrimônio";"Patr Antigo";"Descrição Bem";"Conta Contábil";"Marca";"Modelo";"Nr Serie";"Sit Física";"Localização";"Data Aquisição";"Valor";"Observações"
"B2401708";"";"Fuzil IMBEL ARAD5 292mm cal 5,56x45mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD5/292MM";"B2401708";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 245 | Serie: B2401708 | Modelo: ARAD5/292MM | Cal: 5,56x45mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"B2401709";"";"Fuzil IMBEL ARAD5 292mm cal 5,56x45mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD5/292MM";"B2401709";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 246 | Serie: B2401709 | Modelo: ARAD5/292MM | Cal: 5,56x45mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"B2401710";"";"Fuzil IMBEL ARAD5 292mm cal 5,56x45mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD5/292MM";"B2401710";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 247 | Serie: B2401710 | Modelo: ARAD5/292MM | Cal: 5,56x45mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"B2401711";"";"Fuzil IMBEL ARAD5 292mm cal 5,56x45mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD5/292MM";"B2401711";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 248 | Serie: B2401711 | Modelo: ARAD5/292MM | Cal: 5,56x45mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"B2301786";"";"Fuzil IMBEL ARAD5 368mm cal 5,56x45mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD5/368MM";"B2301786";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 249 | Serie: B2301786 | Modelo: ARAD5/368MM | Cal: 5,56x45mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"B2500452";"";"Fuzil IMBEL ARAD7 406mm cal 7,62x51mm";"45200000 - Material Bélico / Arma";"IMBEL";"ARAD7/406MM";"B2500452";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 250 | Serie: B2500452 | Modelo: ARAD7/406MM | Cal: 7,62x51mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"S27810";"";"Dispositivo de Choque DSK700 cal DSC.ELETR";"45200000 - Material Bélico / Arma";"AXON";"DSK700";"S27810";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 251 | Serie: S27810 | Modelo: DSK700 | Cal: DSC.ELETR | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"X2800KH8A";"";"Dispositivo de Choque X2 cal DSC.ELETR";"45200000 - Material Bélico / Arma";"AXON";"X2";"X2800KH8A";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 252 | Serie: X2800KH8A | Modelo: X2 | Cal: DSC.ELETR | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"X2800KH95";"";"Dispositivo de Choque X2 cal DSC.ELETR";"45200000 - Material Bélico / Arma";"AXON";"X2";"X2800KH95";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 253 | Serie: X2800KH95 | Modelo: X2 | Cal: DSC.ELETR | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"X2800KH9F";"";"Dispositivo de Choque X2 cal DSC.ELETR";"45200000 - Material Bélico / Arma";"AXON";"X2";"X2800KH9F";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 254 | Serie: X2800KH9F | Modelo: X2 | Cal: DSC.ELETR | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
